waypoint1	waypoint2	distance_m	duration_s
402 S Monroe St, Tallahassee, FL 32301	Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	1994047	18.71527777777778
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	Rhode Island State House, 82 Smith Street, Providence, RI 02903	561475	5.556666666666667
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	1278074	11.519166666666667
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	Wyoming State Capitol, Cheyenne, WY 82001	2783745	25.468333333333334
200 E Colfax Ave, Denver, CO 80203	Nevada State Capitol, Carson City, NV 89701	1595181	15.340833333333334
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	State House, 107 North Main Street, Concord, NH 03303	2057414	19.745833333333334
North Carolina State Capitol, Raleigh, NC 27601	West Virginia State Capitol, Charleston, WV 25317	509177	4.908055555555555
Maine State House, Augusta, ME 04330	Massachusetts State House, Boston, MA 02108	260531	2.618888888888889
Georgia State Capitol, Atlanta, GA 30334	Michigan State Capitol, Lansing, MI 48933	1252890	11.448333333333334
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Georgia State Capitol, Atlanta, GA 30334	1585527	14.938055555555556
Indiana State Capitol, Indianapolis, IN 46204	500 E Capitol Ave, Pierre, SD 57501	1545420	13.984722222222222
Michigan State Capitol, Lansing, MI 48933	Virginia State Capitol, Richmond, VA 23219	1107187	10.313055555555556
Illinois State Capitol, Springfield, IL 62756	Nevada State Capitol, Carson City, NV 89701	2967815	26.966666666666665
L St & 10th St, Sacramento, CA 95814	Minnesota State Capitol, St Paul, MN 55155	3086551	27.525277777777777
Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	North Dakota State Capitol, Bismarck, ND 58501	987502	9.234166666666667
700 W Jefferson St, Boise, ID 83720	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	4018994	35.965
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	2 E Main St, Madison, WI 53703	1681120	15.633611111111112
Oregon State Capitol, 900 Court St NE, Salem, OR 97301	Utah State Capitol, Salt Lake City, UT 84103	1303708	11.963611111111112
Michigan State Capitol, Lansing, MI 48933	Utah State Capitol, Salt Lake City, UT 84103	2577637	23.119722222222222
Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	2 E Main St, Madison, WI 53703	1902526	17.63888888888889
Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	1827872	15.870833333333334
State House, 107 North Main Street, Concord, NH 03303	2 E Main St, Madison, WI 53703	1809409	17.50888888888889
North Dakota State Capitol, Bismarck, ND 58501	Utah State Capitol, Salt Lake City, UT 84103	1494479	14.052777777777777
300 SW 10th Ave, Topeka, KS 66612	Minnesota State Capitol, St Paul, MN 55155	804823	7.222777777777778
Maryland State House, 100 State Cir, Annapolis, MD 21401	Oklahoma State Capitol, Oklahoma City, OK 73105	2150915	19.857222222222223
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	Virginia State Capitol, Richmond, VA 23219	329515	3.4183333333333334
Missouri State Capitol, Jefferson City, MO 65101	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	1462312	13.661666666666667
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	Georgia State Capitol, Atlanta, GA 30334	1183433	11.198888888888888
Maryland State House, 100 State Cir, Annapolis, MD 21401	Wyoming State Capitol, Cheyenne, WY 82001	2685105	24.346666666666668
400-498 N West St, Jackson, MS 39201	Utah State Capitol, Salt Lake City, UT 84103	2652406	24.896944444444443
Georgia State Capitol, Atlanta, GA 30334	Louisiana State Capitol, Baton Rouge, LA 70802	847414	7.3630555555555555
Missouri State Capitol, Jefferson City, MO 65101	Vermont State House, 115 State Street, Montpelier, VT 05633	2063633	19.625555555555554
Georgia State Capitol, Atlanta, GA 30334	Utah State Capitol, Salt Lake City, UT 84103	3025080	27.3475
Minnesota State Capitol, St Paul, MN 55155	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	1937523	17.61861111111111
Indiana State Capitol, Indianapolis, IN 46204	300 SW 10th Ave, Topeka, KS 66612	875152	8.04888888888889
Indiana State Capitol, Indianapolis, IN 46204	Louisiana State Capitol, Baton Rouge, LA 70802	1361626	12.204722222222221
Oregon State Capitol, 900 Court St NE, Salem, OR 97301	Vermont State House, 115 State Street, Montpelier, VT 05633	4989186	45.78805555555556
200 E Colfax Ave, Denver, CO 80203	300 SW 10th Ave, Topeka, KS 66612	868171	7.5925
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	New Jersey State House, Trenton, NJ 08608	1764351	16.129166666666666
Georgia State Capitol, Atlanta, GA 30334	300 SW 10th Ave, Topeka, KS 66612	1388708	12.551666666666666
Indiana State Capitol, Indianapolis, IN 46204	Vermont State House, 115 State Street, Montpelier, VT 05633	1474526	14.259166666666667
Louisiana State Capitol, Baton Rouge, LA 70802	West Virginia State Capitol, Charleston, WV 25317	1551493	14.017222222222221
New Jersey State House, Trenton, NJ 08608	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	2735269	24.786666666666665
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	1502867	13.77138888888889
402 S Monroe St, Tallahassee, FL 32301	Louisiana State Capitol, Baton Rouge, LA 70802	713508	6.373333333333333
Illinois State Capitol, Springfield, IL 62756	North Carolina State Capitol, Raleigh, NC 27601	1354089	12.807222222222222
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	402 S Monroe St, Tallahassee, FL 32301	1952010	17.781666666666666
200 E Colfax Ave, Denver, CO 80203	Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	1079887	9.487222222222222
200 E Colfax Ave, Denver, CO 80203	Minnesota State Capitol, St Paul, MN 55155	1472312	12.963055555555556
Maine State House, Augusta, ME 04330	Maryland State House, 100 State Cir, Annapolis, MD 21401	936447	8.990833333333333
Minnesota State Capitol, St Paul, MN 55155	North Carolina State Capitol, Raleigh, NC 27601	1946878	18.148333333333333
Massachusetts State House, Boston, MA 02108	Michigan State Capitol, Lansing, MI 48933	1253144	11.705833333333333
Massachusetts State House, Boston, MA 02108	2 E Main St, Madison, WI 53703	1828313	16.995833333333334
South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	2 E Main St, Madison, WI 53703	1530438	14.185
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	State House, 107 North Main Street, Concord, NH 03303	1512981	15.07638888888889
Missouri State Capitol, Jefferson City, MO 65101	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	1852941	16.93777777777778
L St & 10th St, Sacramento, CA 95814	300 SW 10th Ave, Topeka, KS 66612	2735540	24.093055555555555
Georgia State Capitol, Atlanta, GA 30334	Wyoming State Capitol, Cheyenne, WY 82001	2317843	20.940555555555555
Nevada State Capitol, Carson City, NV 89701	Oklahoma State Capitol, Oklahoma City, OK 73105	2470617	22.605555555555554
Missouri State Capitol, Jefferson City, MO 65101	New Mexico State Capitol, Santa Fe, NM 87501	1436727	13.885277777777778
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	1165605	10.690833333333334
Georgia State Capitol, Atlanta, GA 30334	North Carolina State Capitol, Raleigh, NC 27601	652791	6.0777777777777775
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	4831698	43.48416666666667
L St & 10th St, Sacramento, CA 95814	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	4588421	41.03861111111111
New Mexico State Capitol, Santa Fe, NM 87501	Rhode Island State House, 82 Smith Street, Providence, RI 02903	3494683	31.9975
Maine State House, Augusta, ME 04330	400-498 N West St, Jackson, MS 39201	2529620	23.155555555555555
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	3864119	35.05833333333333
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Missouri State Capitol, Jefferson City, MO 65101	2219599	20.138055555555557
700 W Jefferson St, Boise, ID 83720	Virginia State Capitol, Richmond, VA 23219	3926605	35.15027777777778
Georgia State Capitol, Atlanta, GA 30334	Virginia State Capitol, Richmond, VA 23219	853715	7.815277777777778
300 SW 10th Ave, Topeka, KS 66612	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	1157547	10.576666666666666
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	Utah State Capitol, Salt Lake City, UT 84103	1719270	15.421944444444444
Rhode Island State House, 82 Smith Street, Providence, RI 02903	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	1433934	13.457222222222223
Minnesota State Capitol, St Paul, MN 55155	New Mexico State Capitol, Santa Fe, NM 87501	1931932	17.900555555555556
402 S Monroe St, Tallahassee, FL 32301	State House, 107 North Main Street, Concord, NH 03303	2204336	20.1675
Indiana State Capitol, Indianapolis, IN 46204	Virginia State Capitol, Richmond, VA 23219	1010794	9.49611111111111
Massachusetts State House, Boston, MA 02108	Missouri State Capitol, Jefferson City, MO 65101	2115585	19.447222222222223
Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	500 E Capitol Ave, Pierre, SD 57501	2341717	21.20138888888889
New York State Capitol, State St. and Washington Ave, Albany, NY 12224	2 E Main St, Madison, WI 53703	1563965	14.514444444444445
Minnesota State Capitol, St Paul, MN 55155	Nevada State Capitol, Carson City, NV 89701	2864288	26.09138888888889
New Jersey State House, Trenton, NJ 08608	Rhode Island State House, 82 Smith Street, Providence, RI 02903	398312	4.088888888888889
Vermont State House, 115 State Street, Montpelier, VT 05633	Wyoming State Capitol, Cheyenne, WY 82001	3050515	28.357222222222223
200 E Colfax Ave, Denver, CO 80203	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	1478566	13.878333333333334
Indiana State Capitol, Indianapolis, IN 46204	Massachusetts State House, Boston, MA 02108	1528174	14.106666666666667
Missouri State Capitol, Jefferson City, MO 65101	North Carolina State Capitol, Raleigh, NC 27601	1536148	14.154166666666667
Maine State House, Augusta, ME 04330	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	1494741	13.688055555555556
Massachusetts State House, Boston, MA 02108	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	5039595	45.67916666666667
State House, 107 North Main Street, Concord, NH 03303	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	257015	3.1944444444444446
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Rhode Island State House, 82 Smith Street, Providence, RI 02903	4180240	38.32611111111111
700 W Jefferson St, Boise, ID 83720	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	3099564	27.6725
New York State Capitol, State St. and Washington Ave, Albany, NY 12224	Oklahoma State Capitol, Oklahoma City, OK 73105	2446430	22.183611111111112
L St & 10th St, Sacramento, CA 95814	Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	4705821	42.25222222222222
Illinois State Capitol, Springfield, IL 62756	Louisiana State Capitol, Baton Rouge, LA 70802	1226097	10.945555555555556
New Jersey State House, Trenton, NJ 08608	North Dakota State Capitol, Bismarck, ND 58501	2605873	23.586111111111112
Louisiana State Capitol, Baton Rouge, LA 70802	Wyoming State Capitol, Cheyenne, WY 82001	2123471	19.44972222222222
402 S Monroe St, Tallahassee, FL 32301	700 W Jefferson St, Boise, ID 83720	3890868	35.385
Illinois State Capitol, Springfield, IL 62756	Vermont State House, 115 State Street, Montpelier, VT 05633	1806724	17.35527777777778
Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	2537644	22.948888888888888
Georgia State Capitol, Atlanta, GA 30334	Missouri State Capitol, Jefferson City, MO 65101	1103516	10.033888888888889
Maryland State House, 100 State Cir, Annapolis, MD 21401	2 E Main St, Madison, WI 53703	1412212	13.225277777777778
Rhode Island State House, 82 Smith Street, Providence, RI 02903	Wyoming State Capitol, Cheyenne, WY 82001	3080887	28.016944444444444
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	2326097	21.381944444444443
Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	Utah State Capitol, Salt Lake City, UT 84103	2767412	24.85333333333333
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	2078837	19.298055555555557
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	500 E Capitol Ave, Pierre, SD 57501	2715494	24.628611111111113
Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	Virginia State Capitol, Richmond, VA 23219	3617475	33.053333333333335
Minnesota State Capitol, St Paul, MN 55155	2 E Main St, Madison, WI 53703	417349	3.953888888888889
Maryland State House, 100 State Cir, Annapolis, MD 21401	North Dakota State Capitol, Bismarck, ND 58501	2516932	22.876666666666665
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Illinois State Capitol, Springfield, IL 62756	715903	7.0344444444444445
700 W Jefferson St, Boise, ID 83720	Louisiana State Capitol, Baton Rouge, LA 70802	3230224	29.836666666666666
Illinois State Capitol, Springfield, IL 62756	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	601548	5.588333333333333
L St & 10th St, Sacramento, CA 95814	Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	1630833	14.535833333333333
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	Vermont State House, 115 State Street, Montpelier, VT 05633	773092	7.4375
Illinois State Capitol, Springfield, IL 62756	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	1308331	12.036944444444444
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	200 E Colfax Ave, Denver, CO 80203	1319137	12.647222222222222
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	State House, 107 North Main Street, Concord, NH 03303	2432697	22.41861111111111
Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	3473890	32.7875
500 E Capitol Ave, Pierre, SD 57501	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	1828065	16.27888888888889
300 SW 10th Ave, Topeka, KS 66612	Utah State Capitol, Salt Lake City, UT 84103	1694356	15.054722222222223
Indiana State Capitol, Indianapolis, IN 46204	Maine State House, Augusta, ME 04330	1775669	16.27111111111111
402 S Monroe St, Tallahassee, FL 32301	North Carolina State Capitol, Raleigh, NC 27601	992856	8.732222222222223
Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	Rhode Island State House, 82 Smith Street, Providence, RI 02903	2376371	21.870555555555555
North Carolina State Capitol, Raleigh, NC 27601	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	867080	8.14
Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	West Virginia State Capitol, Charleston, WV 25317	631657	5.870555555555556
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	3794792	34.92333333333333
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	1496159	13.354166666666666
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	493300	4.680555555555555
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Maine State House, Augusta, ME 04330	2243062	20.884722222222223
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	182763	1.7986111111111112
L St & 10th St, Sacramento, CA 95814	402 S Monroe St, Tallahassee, FL 32301	4246543	37.35444444444445
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	470503	4.606944444444444
North Carolina State Capitol, Raleigh, NC 27601	Virginia State Capitol, Richmond, VA 23219	273743	2.4966666666666666
400-498 N West St, Jackson, MS 39201	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	4113442	37.221944444444446
Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	3913258	35.306666666666665
New York State Capitol, State St. and Washington Ave, Albany, NY 12224	North Carolina State Capitol, Raleigh, NC 27601	1038859	9.794444444444444
Nevada State Capitol, Carson City, NV 89701	West Virginia State Capitol, Charleston, WV 25317	3819760	34.018055555555556
300 SW 10th Ave, Topeka, KS 66612	Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	269993	2.882222222222222
Missouri State Capitol, Jefferson City, MO 65101	2 E Main St, Madison, WI 53703	697472	6.839722222222222
Minnesota State Capitol, St Paul, MN 55155	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	2871909	25.724444444444444
Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	Virginia State Capitol, Richmond, VA 23219	2029907	18.575277777777778
Illinois State Capitol, Springfield, IL 62756	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	1596033	14.6675
200 E Colfax Ave, Denver, CO 80203	Georgia State Capitol, Atlanta, GA 30334	2253063	20.075
Georgia State Capitol, Atlanta, GA 30334	Illinois State Capitol, Springfield, IL 62756	999216	9.17
200 E Colfax Ave, Denver, CO 80203	Illinois State Capitol, Springfield, IL 62756	1465413	13.14
New Mexico State Capitol, Santa Fe, NM 87501	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	2404888	22.635833333333334
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Maryland State House, 100 State Cir, Annapolis, MD 21401	530919	5.235
Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	Virginia State Capitol, Richmond, VA 23219	354652	3.5616666666666665
Nevada State Capitol, Carson City, NV 89701	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	2710776	25.432222222222222
L St & 10th St, Sacramento, CA 95814	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	1115233	10.574444444444444
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	New Jersey State House, Trenton, NJ 08608	1090072	10.113888888888889
402 S Monroe St, Tallahassee, FL 32301	Maryland State House, 100 State Cir, Annapolis, MD 21401	1454024	12.885277777777778
Missouri State Capitol, Jefferson City, MO 65101	Nevada State Capitol, Carson City, NV 89701	2835852	25.671944444444446
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	L St & 10th St, Sacramento, CA 95814	1212739	10.910555555555556
Maryland State House, 100 State Cir, Annapolis, MD 21401	North Carolina State Capitol, Raleigh, NC 27601	499503	4.728611111111111
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	Louisiana State Capitol, Baton Rouge, LA 70802	1282198	11.503333333333334
Arkansas State Capitol, 500 Woodlane Street, Little Rock, AR 72201	Minnesota State Capitol, St Paul, MN 55155	1381467	12.380555555555556
402 S Monroe St, Tallahassee, FL 32301	Illinois State Capitol, Springfield, IL 62756	1392053	13.165277777777778
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	North Dakota State Capitol, Bismarck, ND 58501	2785840	25.285
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Louisiana State Capitol, Baton Rouge, LA 70802	2327122	20.377777777777776
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	State House, 107 North Main Street, Concord, NH 03303	706481	6.901111111111111
700 W Jefferson St, Boise, ID 83720	500 E Capitol Ave, Pierre, SD 57501	1700787	16.372222222222224
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Utah State Capitol, Salt Lake City, UT 84103	3661251	33.16222222222222
Missouri State Capitol, Jefferson City, MO 65101	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	872387	8.043611111111112
Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	Rhode Island State House, 82 Smith Street, Providence, RI 02903	578364	5.651666666666666
Georgia State Capitol, Atlanta, GA 30334	Maine State House, Augusta, ME 04330	1984970	18.6275
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	1894156	17.088055555555556
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	North Dakota State Capitol, Bismarck, ND 58501	1074658	9.473333333333333
402 S Monroe St, Tallahassee, FL 32301	2 E Main St, Madison, WI 53703	1789607	16.518055555555556
Utah State Capitol, Salt Lake City, UT 84103	2 E Main St, Madison, WI 53703	2194529	19.756666666666668
Maryland State House, 100 State Cir, Annapolis, MD 21401	New Mexico State Capitol, Santa Fe, NM 87501	3015312	27.569444444444443
L St & 10th St, Sacramento, CA 95814	Illinois State Capitol, Springfield, IL 62756	3161763	28.34111111111111
Maryland State House, 100 State Cir, Annapolis, MD 21401	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	567996	5.439444444444445
L St & 10th St, Sacramento, CA 95814	Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215	3810136	33.81611111111111
Illinois State Capitol, Springfield, IL 62756	Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	2406938	21.828611111111112
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Minnesota State Capitol, St Paul, MN 55155	2088042	19.18027777777778
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	1838597	17.153055555555557
Nevada State Capitol, Carson City, NV 89701	Virginia State Capitol, Richmond, VA 23219	4325191	38.61694444444444
Michigan State Capitol, Lansing, MI 48933	Vermont State House, 115 State Street, Montpelier, VT 05633	1228009	11.509444444444444
300 SW 10th Ave, Topeka, KS 66612	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	990848	8.973888888888888
Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	Nevada State Capitol, Carson City, NV 89701	2266886	20.369722222222222
L St & 10th St, Sacramento, CA 95814	Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	2761755	24.421666666666667
Louisiana State Capitol, Baton Rouge, LA 70802	Virginia State Capitol, Richmond, VA 23219	1701633	15.176944444444445
Minnesota State Capitol, St Paul, MN 55155	Virginia State Capitol, Richmond, VA 23219	1935517	17.858055555555556
700 W Jefferson St, Boise, ID 83720	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	3760751	33.675555555555555
Missouri State Capitol, Jefferson City, MO 65101	West Virginia State Capitol, Charleston, WV 25317	1027298	9.319722222222222
Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	4457921	40.05694444444445
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	Virginia State Capitol, Richmond, VA 23219	731609	7.1575
Louisiana State Capitol, Baton Rouge, LA 70802	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	1183500	10.326944444444445
Maryland State House, 100 State Cir, Annapolis, MD 21401	Missouri State Capitol, Jefferson City, MO 65101	1555721	14.639444444444445
Maryland State House, 100 State Cir, Annapolis, MD 21401	Vermont State House, 115 State Street, Montpelier, VT 05633	847788	8.196388888888889
North Carolina State Capitol, Raleigh, NC 27601	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	625512	5.963055555555556
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	New Jersey State House, Trenton, NJ 08608	1572177	14.505277777777778
New Jersey State House, Trenton, NJ 08608	Utah State Capitol, Salt Lake City, UT 84103	3481284	31.463055555555556
Indiana State Capitol, Indianapolis, IN 46204	New Jersey State House, Trenton, NJ 08608	1069303	10.036111111111111
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	Michigan State Capitol, Lansing, MI 48933	1083435	10.286666666666667
700 W Jefferson St, Boise, ID 83720	State House, 107 North Main Street, Concord, NH 03303	4249912	39.033055555555556
Massachusetts State House, Boston, MA 02108	New Jersey State House, Trenton, NJ 08608	449801	4.581388888888889
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	2845972	25.66027777777778
402 S Monroe St, Tallahassee, FL 32301	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	4701521	42.861666666666665
Illinois State Capitol, Springfield, IL 62756	West Virginia State Capitol, Charleston, WV 25317	845239	7.972777777777778
Maryland State House, 100 State Cir, Annapolis, MD 21401	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	179018	1.898611111111111
Louisiana State Capitol, Baton Rouge, LA 70802	Maryland State House, 100 State Cir, Annapolis, MD 21401	1901317	17.226111111111113
Illinois State Capitol, Springfield, IL 62756	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	3405261	30.89027777777778
Minnesota State Capitol, St Paul, MN 55155	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	1966265	18.016666666666666
400-498 N West St, Jackson, MS 39201	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	887636	8.437777777777777
Georgia State Capitol, Atlanta, GA 30334	State House, 107 North Main Street, Concord, NH 03303	1832449	17.274444444444445
Maine State House, Augusta, ME 04330	2 E Main St, Madison, WI 53703	2076842	19.205
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Missouri State Capitol, Jefferson City, MO 65101	1157419	10.383055555555556
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	Louisiana State Capitol, Baton Rouge, LA 70802	591309	5.184444444444445
200 E Colfax Ave, Denver, CO 80203	State House, 107 North Main Street, Concord, NH 03303	3137471	29.171666666666667
300 SW 10th Ave, Topeka, KS 66612	North Dakota State Capitol, Bismarck, ND 58501	1239183	11.00388888888889
L St & 10th St, Sacramento, CA 95814	Missouri State Capitol, Jefferson City, MO 65101	3030263	27.0325
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	1760444	15.849444444444444
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	2633957	23.764166666666668
700 W Jefferson St, Boise, ID 83720	300 SW 10th Ave, Topeka, KS 66612	2166113	19.01972222222222
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	Tennessee State Capitol, 600 Charlotte Avenue, Nashville, TN 37243	1232677	11.606111111111112
State House, 107 North Main Street, Concord, NH 03303	New Mexico State Capitol, Santa Fe, NM 87501	3556272	32.89055555555556
Oklahoma State Capitol, Oklahoma City, OK 73105	500 E Capitol Ave, Pierre, SD 57501	1174982	11.439166666666667
North Dakota State Capitol, Bismarck, ND 58501	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	2174863	19.649722222222223
Virginia State Capitol, Richmond, VA 23219	West Virginia State Capitol, Charleston, WV 25317	507154	4.714166666666666
New Mexico State Capitol, Santa Fe, NM 87501	Oklahoma State Capitol, Oklahoma City, OK 73105	866244	7.8213888888888885
Georgia State Capitol, Atlanta, GA 30334	Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	1151965	10.569722222222222
